POI_ID,Name,City,Type,Category,Latitude,Longitude,Cost_LKR,Time_Mins,Interest_Beach,Interest_Nature,Interest_History,Interest_Religious
263,Sri Kalyanaramaya Maha Viharaya,Bentota,Landmark,Temple,6.43,80.01,0,45,0,0,1,1.0
264,Bentota River Mangroves,Bentota,Landmark,Nature,6.415,80.005,0,90,0,1,0,0.0
265,Aluthgama Railway Station,Bentota,Landmark,Historic,6.433,80.0,0,20,0,0,1,0.0
266,Bentota Railway Station,Bentota,Landmark,Historic,6.422,79.998,0,20,0,0,1,0.0
267,Bodhisamiparamaya Temple,Bentota,Landmark,Temple,6.418,80.002,0,30,0,0,1,1.0
268,Induruwa Beach,Bentota,Landmark,Beach,6.385,80.005,0,120,1,1,0,0.0
269,Bentota Bridge Viewpoint,Bentota,Landmark,Viewpoint,6.429,79.998,0,30,0,1,0,0.0
270,Bentota Picnic Park,Bentota,Landmark,Park,6.424,79.996,0,60,0,1,0,0.0
271,Katukoliha Temple,Bentota,Landmark,Temple,6.412,80.025,0,45,0,0,1,1.0
272,Muthumari Amman Kovil,Bentota,Landmark,Temple,6.435,79.995,0,30,0,0,0,1.0
273,Yathramulla Temple,Bentota,Landmark,Temple,6.426,80.008,0,30,0,0,1,1.0
274,Sri Pushparamaya Temple,Bentota,Landmark,Temple,6.422,80.012,0,45,0,0,1,1.0
275,Bentota Estuary Point,Bentota,Landmark,Viewpoint,6.4295,79.994,0,45,1,1,0,0.0
276,Amal Restaurant,Bentota,Restaurant,Seafood,6.41,79.999,4000,90,1,0,0,0.0
277,Pier 88 River Seafood Restaurant,Bentota,Restaurant,Seafood,6.428,79.999,3500,90,0,1,0,0.0
278,Golden Grill Restaurant,Bentota,Restaurant,Fine Dining,6.423,79.997,5000,120,0,0,0,0.0
279,Randholee Restaurant,Bentota,Restaurant,Local,6.425,79.999,2500,60,0,0,0,0.0
280,The Villa Cafe,Bentota,Restaurant,Cafe,6.418,79.998,4500,90,0,0,0,0.0
281,Malli's Seafood Restaurant,Bentota,Restaurant,Seafood,6.432,79.997,3000,60,1,0,0,0.0
282,Diya Sisila Restaurant,Bentota,Restaurant,Fine Dining,6.415,80.015,6000,120,0,1,0,0.0
283,Aida Seafood Restaurant,Bentota,Restaurant,Seafood,6.427,79.998,4000,90,0,0,0,0.0
284,Trax Bentota,Bentota,Restaurant,Cafe,6.421,79.999,2000,60,0,0,0,0.0
285,Vintage Restaurant,Bentota,Restaurant,Local,6.426,80.001,2500,60,0,0,0,0.0
286,Wunderbar Beach Club,Bentota,Restaurant,Seafood,6.413,79.998,3500,90,1,0,0,0.0
287,Bamboos Garden Restaurant,Bentota,Restaurant,Local,6.422,80.002,2000,60,0,0,0,0.0
288,Nova Seafood,Bentota,Restaurant,Seafood,6.419,79.998,3000,90,1,0,0,0.0
289,Lihiniya Seafood,Bentota,Restaurant,Seafood,6.424,79.996,3500,90,1,0,0,0.0
290,Bentota Rock Beach Restaurant,Bentota,Restaurant,Local,6.416,79.998,2500,60,1,0,0,0.0
291,Sunshine Water Sports Centre,Bentota,Activity,Fun-time,6.427,79.997,5000,120,1,1,0,0.0
292,Malu Banna Water Sports,Bentota,Activity,Fun-time,6.4285,79.9985,4500,120,1,1,0,0.0
293,Bentota River Safari,Bentota,Activity,Leisure,6.426,79.999,3500,120,0,1,0,0.0
294,Sahana Spa Bentota,Bentota,Activity,Leisure,6.42,80.0,8000,120,0,0,0,0.0
295,Bentota Bazaar Shopping,Bentota,Activity,Shopping,6.423,80.001,0,60,0,0,0,0.0
296,Ceylon Jewelry & Gems Workshop,Bentota,Activity,Workshops,6.425,80.002,0,60,0,0,0,0.0
297,Traditional Cooking Class Bentota,Bentota,Activity,Workshops,6.415,80.005,4000,150,0,0,1,0.0
298,Luv SL Bentota,Bentota,Activity,Shopping,6.424,79.998,0,45,0,0,0,0.0
299,Diyakawa Water Sports,Bentota,Activity,Fun-time,6.425,79.9995,5000,120,1,1,0,0.0
300,Ayurveda Niwasa,Bentota,Activity,Leisure,6.418,80.001,6000,90,0,0,0,0.0
301,Ariyapala Mask Museum,Ambalangoda,Landmark,Museum,6.2367,80.0531,0,60,0,0,1,0.0
302,Ambalangoda Beach,Ambalangoda,Landmark,Beach,6.231,80.048,0,120,1,1,0,0.0
303,Sri Sunandaramaya Maha Viharaya,Ambalangoda,Landmark,Temple,6.234,80.055,0,45,0,0,1,1.0
304,Traditional Puppet Art Museum,Ambalangoda,Landmark,Museum,6.2355,80.052,300,60,0,0,1,0.0
305,Ambalangoda Fishery Harbour,Ambalangoda,Landmark,Market,6.23,80.047,0,45,1,0,0,0.0
306,Urawatta Beach,Ambalangoda,Landmark,Beach,6.24,80.045,0,90,1,1,0,0.0
307,Akurala Beach,Ambalangoda,Landmark,Beach,6.195,80.06,0,120,1,1,0,0.0
308,Madampe Lake,Ambalangoda,Landmark,Lake,6.23,80.065,0,60,0,1,0,0.0
309,Ambalangoda Clock Tower,Ambalangoda,Landmark,Monument,6.233,80.051,0,15,0,0,1,0.0
310,Randombe Beach,Ambalangoda,Landmark,Beach,6.22,80.052,0,90,1,1,0,0.0
311,Hirewatta Beach,Ambalangoda,Landmark,Beach,6.225,80.05,0,90,1,1,0,0.0
312,Sailatalaramaya Viharaya,Ambalangoda,Landmark,Temple,6.24,80.056,0,45,0,0,1,1.0
313,Pathini Devalaya Ambalangoda,Ambalangoda,Landmark,Temple,6.235,80.054,0,30,0,0,1,1.0
314,Tsunami Photo Museum,Ambalangoda,Landmark,Museum,6.17,80.08,500,60,0,0,1,0.0
315,Seenigama Muhudu Viharaya,Ambalangoda,Landmark,Temple,6.16,80.085,0,45,1,0,1,1.0
316,Goviya Lake,Ambalangoda,Landmark,Nature,6.245,80.06,0,60,0,1,0,0.0
317,Nindana Temple,Ambalangoda,Landmark,Temple,6.25,80.065,0,30,0,0,0,1.0
318,Ambalangoda Railway Station,Ambalangoda,Landmark,Historic,6.2345,80.0515,0,20,0,0,1,0.0
319,Kaluwadumulla Temple,Ambalangoda,Landmark,Temple,6.22,80.06,0,45,0,0,1,1.0
320,Viharagoda Temple,Ambalangoda,Landmark,Temple,6.26,80.05,0,30,0,0,0,1.0
321,Bandu Wijesooriya School of Dancing,Ambalangoda,Landmark,Historic,6.236,80.053,0,45,0,0,1,0.0
322,Meetiyagoda Moonstone Mine Viewpoint,Ambalangoda,Landmark,Viewpoint,6.2,80.09,0,45,0,1,1,0.0
323,Sumanaramaya Temple,Ambalangoda,Landmark,Temple,6.225,80.058,0,30,0,0,0,1.0
324,Devananda College Ground,Ambalangoda,Landmark,Park,6.238,80.054,0,45,0,1,0,0.0
325,Galagoda Shailatharama Viharaya,Ambalangoda,Landmark,Temple,6.27,80.08,0,60,0,0,1,1.0
326,Restaurant Mihintha,Ambalangoda,Restaurant,Local,6.234,80.051,1500,60,0,0,0,0.0
327,White House Restaurant,Ambalangoda,Restaurant,Local,6.235,80.05,1800,60,0,0,0,0.0
328,Chili's Restaurant Ambalangoda,Ambalangoda,Restaurant,Local,6.2335,80.052,2000,60,0,0,0,0.0
329,The Mask Restaurant,Ambalangoda,Restaurant,Local,6.236,80.0525,2500,90,0,0,0,0.0
330,Sonya Seafood Restaurant,Ambalangoda,Restaurant,Seafood,6.2315,80.049,3500,90,1,0,0,0.0
331,Sanda Hut Restaurant,Ambalangoda,Restaurant,Local,6.2325,80.0505,1200,45,0,0,0,0.0
332,Blue Ocean Seafood,Ambalangoda,Restaurant,Seafood,6.2305,80.0485,4000,90,1,0,0,0.0
333,City Food Restaurant,Ambalangoda,Restaurant,Fast Food,6.2345,80.051,1000,45,0,0,0,0.0
334,Dinithi Restaurant,Ambalangoda,Restaurant,Local,6.233,80.053,1500,60,0,0,0,0.0
335,Seven Eleven Cafe Ambalangoda,Ambalangoda,Restaurant,Cafe,6.2355,80.0515,1800,60,0,0,0,0.0
336,Nethmi Restaurant,Ambalangoda,Restaurant,Local,6.2365,80.0535,1200,45,0,0,0,0.0
337,Salty River Resort Restaurant,Ambalangoda,Restaurant,Fine Dining,6.23,80.06,4500,120,0,1,0,0.0
338,Ransara Restaurant,Ambalangoda,Restaurant,Local,6.238,80.05,1500,60,0,0,0,0.0
339,Sea Breeze Cafe,Ambalangoda,Restaurant,Cafe,6.232,80.0495,2000,60,1,0,0,0.0
340,Ambalangoda Rest House Restaurant,Ambalangoda,Restaurant,Local,6.231,80.048,2500,90,1,0,0,0.0
341,Ariyapala Mask Carving Workshop,Ambalangoda,Activity,Workshops,6.2368,80.0532,2000,120,0,0,1,0.0
342,Traditional Puppet Show,Ambalangoda,Activity,Fun-time,6.2356,80.0521,1500,90,0,0,1,0.0
343,Ambalangoda Antique Shopping,Ambalangoda,Activity,Shopping,6.234,80.0515,0,90,0,0,1,0.0
344,Madu Ganga Boat Safari,Ambalangoda,Activity,Leisure,6.26,80.04,3500,150,0,1,0,0.0
345,Akurala Surf School,Ambalangoda,Activity,Fun-time,6.1955,80.0605,4000,120,1,1,0,0.0
346,Cinnamon Peeling Workshop,Ambalangoda,Activity,Workshops,6.25,80.06,1500,90,0,1,0,0.0
347,Moonstone Mine Tour Meetiyagoda,Ambalangoda,Activity,Leisure,6.2,80.0905,500,60,0,1,1,0.0
348,Ambalangoda Market Walk,Ambalangoda,Activity,Shopping,6.232,80.05,0,60,0,0,0,0.0
349,Batik Factory Tour Ambalangoda,Ambalangoda,Activity,Workshops,6.24,80.055,1000,60,0,0,0,0.0
350,Arpico Super Store Shopping,Ambalangoda,Activity,Shopping,6.233,80.0525,0,60,0,0,0,0.0
351,Hikkaduwa Beach,Hikkaduwa,Landmark,Beach,6.14,80.1,0,120,1,1,0,0.0
352,Hikkaduwa Coral Sanctuary,Hikkaduwa,Landmark,Nature,6.138,80.099,0,90,1,1,0,0.0
353,Narigama Beach,Hikkaduwa,Landmark,Beach,6.128,80.104,0,120,1,1,0,0.0
354,Seenigama Muhudu Viharaya,Hikkaduwa,Landmark,Temple,6.162,80.086,0,60,1,0,1,1.0
355,Tsunami Honganji Vihara,Hikkaduwa,Landmark,Monument,6.171,80.081,0,45,0,0,1,1.0
356,Community Tsunami Photo Museum,Hikkaduwa,Landmark,Museum,6.17,80.082,500,60,0,0,1,0.0
357,Thotagamuwa Raja Maha Viharaya,Hikkaduwa,Landmark,Temple,6.165,80.085,0,45,0,0,1,1.0
358,Ratgama Lake,Hikkaduwa,Landmark,Lake,6.095,80.14,0,90,0,1,0,0.0
359,Hikkaduwa Lake,Hikkaduwa,Landmark,Lake,6.145,80.115,0,60,0,1,0,0.0
360,Sea Turtle Hatchery & Rescue Center,Hikkaduwa,Landmark,Nature,6.155,80.095,1000,60,1,1,0,0.0
361,Sandagiri Maha Viharaya,Hikkaduwa,Landmark,Temple,6.135,80.11,0,30,0,0,1,1.0
362,Dodanduwa Fishery Harbour,Hikkaduwa,Landmark,Historic,6.095,80.125,0,45,1,0,1,0.0
363,Sri Pushparamaya Temple,Hikkaduwa,Landmark,Temple,6.142,80.108,0,30,0,0,1,1.0
364,Thiragama Beach,Hikkaduwa,Landmark,Beach,6.115,80.11,0,90,1,1,0,0.0
365,Gangarama Maha Viharaya,Hikkaduwa,Landmark,Temple,6.13,80.115,0,45,0,0,1,1.0
366,Hikkaduwa Railway Station,Hikkaduwa,Landmark,Historic,6.143,80.106,0,15,0,0,1,0.0
367,Kumarakanda Viharaya,Hikkaduwa,Landmark,Temple,6.105,80.13,0,30,0,0,1,1.0
368,Telwatta Bird Sanctuary,Hikkaduwa,Landmark,Nature,6.175,80.09,0,90,0,1,0,0.0
369,Sri Shilakkanda Maha Viharaya,Hikkaduwa,Landmark,Temple,6.15,80.105,0,30,0,0,0,1.0
370,Seenigama Beach,Hikkaduwa,Landmark,Beach,6.16,80.088,0,90,1,1,0,0.0
371,Hikkaduwa National Park,Hikkaduwa,Landmark,Park,6.139,80.101,2500,120,1,1,0,0.0
372,Saffron Robes Gallery and Studio,Hikkaduwa,Landmark,Museum,6.145,80.102,0,45,0,0,1,0.0
373,Peraliya Tsunami Memorial,Hikkaduwa,Landmark,Monument,6.173,80.08,0,30,0,0,1,0.0
374,Hikkaduwa Bus Stand Monument,Hikkaduwa,Landmark,Monument,6.145,80.104,0,15,0,0,1,0.0
375,Oruwa Statue Viewpoint,Hikkaduwa,Landmark,Viewpoint,6.1425,80.1035,0,15,1,0,0,0.0
376,A Refresh Restaurant,Hikkaduwa,Restaurant,Fine Dining,6.135,80.102,3500,90,0,0,0,0.0
377,Salty Swamis Cafe & Surf Shop,Hikkaduwa,Restaurant,Cafe,6.132,80.103,2500,60,0,0,0,0.0
378,Spaghetti & Co,Hikkaduwa,Restaurant,Italian,6.138,80.1,3000,90,0,0,0,0.0
379,J.L.H. Beach Restaurant,Hikkaduwa,Restaurant,Seafood,6.139,80.099,4000,90,1,0,0,0.0
380,Mamas Coral Beach Restaurant,Hikkaduwa,Restaurant,Seafood,6.141,80.098,3500,90,1,0,0,0.0
381,The Rotti Shop,Hikkaduwa,Restaurant,Local,6.142,80.102,800,45,0,0,0,0.0
382,No Name Restaurant,Hikkaduwa,Restaurant,Local,6.14,80.101,1500,60,0,0,0,0.0
383,Asian Jewel Boutique Restaurant,Hikkaduwa,Restaurant,Fine Dining,6.15,80.115,5000,120,0,0,0,0.0
384,Nordic House Cafe,Hikkaduwa,Restaurant,Cafe,6.136,80.101,2000,60,0,0,0,0.0
385,Hello Burger,Hikkaduwa,Restaurant,Fast Food,6.137,80.1,1500,45,0,0,0,0.0
386,Neela's Restaurant,Hikkaduwa,Restaurant,Seafood,6.13,80.104,2500,90,1,0,0,0.0
387,Dolphin Restaurant,Hikkaduwa,Restaurant,Seafood,6.133,80.103,3000,90,1,0,0,0.0
388,Thambili Cafe,Hikkaduwa,Restaurant,Cafe,6.129,80.105,1800,60,1,0,0,0.0
389,Aroma Restaurant,Hikkaduwa,Restaurant,Local,6.143,80.105,1200,60,0,0,0,0.0
390,True Dosa,Hikkaduwa,Restaurant,Indian,6.144,80.103,1000,45,0,0,0,0.0
391,Hikkaduwa Surf School,Hikkaduwa,Activity,Fun-time,6.13,80.104,3000,120,1,1,0,0.0
392,International Diving School,Hikkaduwa,Activity,Fun-time,6.138,80.099,8000,180,1,1,0,0.0
393,Blue Deep Diving Centre,Hikkaduwa,Activity,Fun-time,6.136,80.1,7500,180,1,1,0,0.0
394,Hikkaduwa Lake Safari,Hikkaduwa,Activity,Leisure,6.145,80.115,2500,90,0,1,0,0.0
395,Secret Root Spa,Hikkaduwa,Activity,Leisure,6.125,80.11,5000,120,0,0,0,0.0
396,Traditional Cooking Class,Hikkaduwa,Activity,Workshops,6.15,80.11,3500,150,0,0,0,0.0
397,Hikkaduwa Friday Market,Hikkaduwa,Activity,Shopping,6.148,80.105,0,90,0,0,0,0.0
398,Rathgama Lagoon Boat Tour,Hikkaduwa,Activity,Leisure,6.095,80.14,3000,120,0,1,0,0.0
399,Glass Bottom Boat Ride,Hikkaduwa,Activity,Leisure,6.139,80.099,2000,60,1,1,0,0.0
400,Odel Hikkaduwa,Hikkaduwa,Activity,Shopping,6.142,80.103,0,60,0,0,0,0.0
401,Galle Dutch Fort,Galle,Landmark,Historic,6.0258,80.2176,0,120,0,0,1,0.0
402,Galle Lighthouse,Galle,Landmark,Monument,6.0247,80.2195,0,30,1,0,1,0.0
403,Galle Dutch Hospital,Galle,Landmark,Historic,6.0264,80.2185,0,60,0,0,1,0.0
404,National Maritime Museum,Galle,Landmark,Museum,6.0274,80.2181,1000,60,0,0,1,0.0
405,Galle Fort Clock Tower,Galle,Landmark,Monument,6.0292,80.2163,0,15,0,0,1,0.0
406,All Saints Anglican Church,Galle,Landmark,Church,6.0267,80.2173,0,30,0,0,1,1.0
407,Groote Kerk (Dutch Reformed Church),Galle,Landmark,Church,6.027,80.217,0,30,0,0,1,1.0
408,Sudharmalaya Temple,Galle,Landmark,Temple,6.0278,80.2136,0,30,0,0,1,1.0
409,Meera Mosque,Galle,Landmark,Mosque,6.0249,80.2188,0,30,0,0,1,1.0
410,Galle Fort Beach,Galle,Landmark,Beach,6.0252,80.2201,0,60,1,1,0,0.0
411,Flag Rock Bastion,Galle,Landmark,Viewpoint,6.0242,80.2165,0,30,1,0,1,0.0
412,Unawatuna Beach,Galle,Landmark,Beach,6.0121,80.2454,0,180,1,1,0,0.0
413,Jungle Beach,Galle,Landmark,Beach,6.0175,80.2372,0,120,1,1,0,0.0
414,Japanese Peace Pagoda,Galle,Landmark,Monument,6.0185,80.2366,0,45,0,0,0,1.0
415,Rumassala Sanctuary,Galle,Landmark,Nature,6.0169,80.2389,0,120,0,1,0,0.0
416,Historical Mansion Museum,Galle,Landmark,Museum,6.0256,80.217,0,45,0,0,1,0.0
417,Galle International Cricket Stadium,Galle,Landmark,Park,6.0315,80.2144,0,60,0,0,1,0.0
418,Sea Turtle Hatchery Mahamodara,Galle,Landmark,Nature,6.0468,80.1973,1500,60,1,1,0,0.0
419,Yatagala Raja Maha Viharaya,Galle,Landmark,Temple,6.0182,80.2625,0,60,0,0,1,1.0
420,Galle Fort Ramparts,Galle,Landmark,Park,6.026,80.214,0,90,1,0,1,0.0
421,Star Bastion,Galle,Landmark,Viewpoint,6.0305,80.2145,0,30,0,0,1,0.0
422,Sun Bastion,Galle,Landmark,Viewpoint,6.0303,80.2166,0,30,0,0,1,0.0
423,Moon Bastion,Galle,Landmark,Viewpoint,6.0308,80.2155,0,30,0,0,1,0.0
424,Dewata Beach,Galle,Landmark,Beach,6.0336,80.2361,0,120,1,1,0,0.0
425,St. Mary's Cathedral,Galle,Landmark,Church,6.0416,80.2206,0,30,0,0,1,1.0
426,A Minute by Tuk Tuk,Galle,Restaurant,Fine Dining,6.0265,80.2185,4500,90,1,0,0,0.0
427,Pedlar's Inn Cafe,Galle,Restaurant,Cafe,6.026,80.2171,2500,60,0,0,1,0.0
428,Church Street Social,Galle,Restaurant,Fine Dining,6.0271,80.2178,6000,120,0,0,1,0.0
429,Elita Restaurant,Galle,Restaurant,Seafood,6.025,80.2165,3500,90,1,0,0,0.0
430,Poonie's Kitchen,Galle,Restaurant,Cafe,6.0263,80.2168,2000,60,0,0,0,0.0
431,Hoppa Galle Fort,Galle,Restaurant,Local,6.0255,80.2161,2500,60,0,0,0,0.0
432,Lucky Fort Restaurant,Galle,Restaurant,Local,6.0285,80.2142,1800,90,0,0,0,0.0
433,The Original Rocket Burger,Galle,Restaurant,Fast Food,6.0268,80.217,1500,45,0,0,0,0.0
434,Indian Hut,Galle,Restaurant,Indian,6.0245,80.218,2000,60,0,0,0,0.0
435,Sugar Bistro and Wine Bar,Galle,Restaurant,Fine Dining,6.0264,80.2184,5500,120,0,0,0,0.0
436,The Tuna & The Crab,Galle,Restaurant,Fine Dining,6.0262,80.2186,8000,120,0,0,0,0.0
437,Coconut Sambol,Galle,Restaurant,Local,6.0275,80.216,1200,45,0,0,0,0.0
438,Imal's Restaurant,Galle,Restaurant,Local,6.0252,80.2155,1500,60,0,0,0,0.0
439,Calorie Counter Galle,Galle,Restaurant,Cafe,6.0265,80.216,2200,60,0,0,0,0.0
440,Crepe-ology,Galle,Restaurant,Cafe,6.0261,80.2169,1800,60,0,0,0,0.0
441,Ahikava Surf School,Galle,Activity,Fun-time,6.0335,80.236,3500,120,1,1,0,0.0
442,Barefoot Galle Fort,Galle,Activity,Shopping,6.026,80.2172,0,60,0,0,1,0.0
443,Spa Ceylon Galle Fort,Galle,Activity,Leisure,6.0263,80.2175,6000,120,0,0,0,0.0
444,Traditional Gem Mine Tour,Galle,Activity,Workshops,6.0255,80.2165,2000,60,0,0,1,0.0
445,Galle Fort Walking Tour,Galle,Activity,Leisure,6.0258,80.2176,3000,150,0,0,1,0.0
446,Galle Fort Cooking Class,Galle,Activity,Workshops,6.028,80.214,4500,180,0,0,0,0.0
447,Odel Galle,Galle,Activity,Shopping,6.0265,80.2185,0,60,0,0,0,0.0
448,Stick No Bills Poster Gallery,Galle,Activity,Shopping,6.027,80.2175,0,45,0,0,1,0.0
449,Galle Harbour Boat Tour,Galle,Activity,Leisure,6.0295,80.2225,4000,120,1,1,0,0.0
450,Deep Sea Fishing Galle,Galle,Activity,Fun-time,6.029,80.222,15000,240,1,1,0,0.0
451,Unawatuna Beach,Unawatuna,Landmark,Beach,6.0121,80.2454,0,120,1,1,0,0.0
452,Jungle Beach,Unawatuna,Landmark,Beach,6.0175,80.2372,0,120,1,1,0,0.0
453,Japanese Peace Pagoda,Unawatuna,Landmark,Monument,6.0185,80.2366,0,45,0,0,0,1.0
454,Yatagala Raja Maha Viharaya,Unawatuna,Landmark,Temple,6.0182,80.2625,0,60,0,0,1,1.0
455,Rumassala Sanctuary,Unawatuna,Landmark,Nature,6.0169,80.2389,0,120,0,1,0,0.0
456,Dalawella Beach,Unawatuna,Landmark,Beach,5.9986,80.2647,0,120,1,1,0,0.0
457,Mihiripenna Beach,Unawatuna,Landmark,Beach,5.9945,80.2701,0,90,1,1,0,0.0
458,Frog Rock,Unawatuna,Landmark,Viewpoint,5.9961,80.2678,0,30,1,1,0,0.0
459,Unawatuna Railway Station,Unawatuna,Landmark,Historic,6.0195,80.245,0,20,0,0,1,0.0
460,Bonavista Temple,Unawatuna,Landmark,Temple,6.0221,80.237,0,30,0,0,1,1.0
461,Wella Devalaya,Unawatuna,Landmark,Temple,6.009,80.248,0,30,1,0,1,1.0
462,Unawatuna Mosque,Unawatuna,Landmark,Mosque,6.0135,80.244,0,30,0,0,0,1.0
463,Rumassala South Beach,Unawatuna,Landmark,Beach,6.016,80.2355,0,90,1,1,0,0.0
464,Sahana Beach,Unawatuna,Landmark,Beach,6.028,80.234,0,90,1,1,0,0.0
465,Koggala Lake,Unawatuna,Landmark,Lake,5.99,80.31,0,120,0,1,0,0.0
466,Sea Turtle Hatchery Habaraduwa,Unawatuna,Landmark,Nature,5.992,80.294,1000,60,1,1,0,0.0
467,Thalpe Beach,Unawatuna,Landmark,Beach,5.9905,80.278,0,120,1,1,0,0.0
468,Stilt Fishermen Viewpoint,Unawatuna,Landmark,Viewpoint,5.991,80.285,0,30,1,0,1,0.0
469,Kathaluwa Purana Viharaya,Unawatuna,Landmark,Temple,5.9925,80.32,0,45,0,0,1,1.0
470,Handunugoda Tea Estate,Unawatuna,Landmark,Nature,6.01,80.33,0,90,0,1,1,0.0
471,Unawatuna Coral Reef,Unawatuna,Landmark,Nature,6.0105,80.2455,0,60,1,1,0,0.0
472,Devanigala Temple,Unawatuna,Landmark,Temple,6.0205,80.2505,0,45,0,0,1,1.0
473,Talpe Natural Pools,Unawatuna,Landmark,Nature,5.9895,80.279,0,60,1,1,0,0.0
474,Rumassala Galle Fort Viewpoint,Unawatuna,Landmark,Viewpoint,6.021,80.234,0,30,1,1,0,0.0
475,Martin Wickramasinghe Folk Museum,Unawatuna,Landmark,Museum,5.9908,80.306,1000,90,0,0,1,0.0
476,Kingfisher Restaurant,Unawatuna,Restaurant,Seafood,6.0115,80.245,4000,90,1,0,0,0.0
477,Bedspace Kitchen,Unawatuna,Restaurant,Fine Dining,6.015,80.246,5500,120,0,0,0,0.0
478,SkinnyToms Deli,Unawatuna,Restaurant,Cafe,6.013,80.2475,2500,60,0,0,0,0.0
479,Koha Surf Lounge,Unawatuna,Restaurant,Local,6.0125,80.247,2000,60,0,0,0,0.0
480,La Boheme,Unawatuna,Restaurant,Italian,6.0132,80.2465,3500,90,0,0,0,0.0
481,Jinas Vegetarian and Vegan,Unawatuna,Restaurant,Cafe,6.014,80.2455,2000,60,0,0,0,0.0
482,Pink Elephant,Unawatuna,Restaurant,Local,6.0135,80.2472,1800,60,0,0,0,0.0
483,Thaproban Beach House Restaurant,Unawatuna,Restaurant,Fine Dining,6.0118,80.2445,4500,120,1,0,0,0.0
484,Happy Spice,Unawatuna,Restaurant,Local,6.0145,80.248,1500,60,0,0,0,0.0
485,Tartaruga Hotel Restaurant,Unawatuna,Restaurant,Seafood,6.012,80.2455,3000,90,1,0,0,0.0
486,Black & White Restaurant,Unawatuna,Restaurant,Seafood,6.011,80.246,3500,90,1,0,0,0.0
487,The Rotti Shop Unawatuna,Unawatuna,Restaurant,Local,6.0142,80.2468,1000,45,0,0,0,0.0
488,Wok Wok,Unawatuna,Restaurant,Asian,6.0138,80.247,2500,60,0,0,0,0.0
489,The Hideout Unawatuna,Unawatuna,Restaurant,Cafe,6.016,80.248,2200,60,0,0,0,0.0
490,Sea Waves Restaurant,Unawatuna,Restaurant,Local,6.0105,80.2475,2000,60,1,0,0,0.0
491,Unawatuna Diving Centre,Unawatuna,Activity,Fun-time,6.0125,80.2455,8000,180,1,1,0,0.0
492,Pearl Divers,Unawatuna,Activity,Fun-time,6.013,80.246,7500,180,1,1,0,0.0
493,Karunas Cooking Class,Unawatuna,Activity,Workshops,6.0155,80.249,4000,150,0,0,0,0.0
494,Sri Yoga Shala,Unawatuna,Activity,Leisure,6.018,80.255,2500,90,0,1,0,0.0
495,Dalawella Rope Swing,Unawatuna,Activity,Fun-time,5.9986,80.2647,500,30,1,0,0,0.0
496,Jungle Beach Snorkeling,Unawatuna,Activity,Fun-time,6.0175,80.2372,2000,90,1,1,0,0.0
497,Spa Ceylon Unawatuna,Unawatuna,Activity,Leisure,6.0135,80.2468,6000,120,0,0,0,0.0
498,Unawatuna Beach Road Shopping,Unawatuna,Activity,Shopping,6.014,80.247,0,90,0,0,0,0.0
499,Deep Sea Fishing Unawatuna,Unawatuna,Activity,Leisure,6.011,80.245,15000,240,1,1,0,0.0
500,Koggala Lake Boat Safari,Unawatuna,Activity,Leisure,5.99,80.31,3500,120,0,1,0,0.0
501,Weligama Beach,Weligama,Landmark,Beach,5.972,80.43,0,120,1,1,0,0.0
502,Taprobane Island,Weligama,Landmark,Historic,5.9702,80.4261,0,60,1,1,1,0.0
503,Kushtarajagala Statue,Weligama,Landmark,Monument,5.9815,80.4182,0,45,0,0,1,1.0
504,Sri Aggrabodhi Viharaya,Weligama,Landmark,Temple,5.978,80.425,0,60,0,0,1,1.0
505,Pelena Beach,Weligama,Landmark,Beach,5.965,80.44,0,90,1,1,0,0.0
506,Weligama Fishing Harbour,Weligama,Landmark,Market,5.968,80.42,0,60,1,0,1,0.0
507,Midigama Beach,Weligama,Landmark,Beach,5.9665,80.3885,0,120,1,1,0,0.0
508,Gurubebila Beach,Weligama,Landmark,Beach,5.966,80.402,0,90,1,1,0,0.0
509,Polwatta River,Weligama,Landmark,Nature,5.985,80.435,0,90,0,1,0,0.0
510,Snake Farm Weligama,Weligama,Landmark,Museum,5.996,80.45,1000,60,0,1,0,0.0
511,Weligama Clock Tower,Weligama,Landmark,Monument,5.9745,80.428,0,15,0,0,1,0.0
512,St. Mary's Church Weligama,Weligama,Landmark,Church,5.9725,80.426,0,30,0,0,1,1.0
513,Weligama Jumma Mosque,Weligama,Landmark,Mosque,5.973,80.4295,0,30,0,0,0,1.0
514,Abhayamudalindaramaya Temple,Weligama,Landmark,Temple,5.971,80.433,0,45,0,0,1,1.0
515,Weligama Railway Station,Weligama,Landmark,Historic,5.976,80.43,0,20,0,0,1,0.0
516,Kapparatota Fishery Harbour,Weligama,Landmark,Market,5.969,80.417,0,45,1,0,0,0.0
517,Paravi Wella Beach,Weligama,Landmark,Beach,5.9705,80.423,0,90,1,1,0,0.0
518,Weligama Fish Market,Weligama,Landmark,Market,5.9725,80.4285,0,45,1,0,0,0.0
519,Weligama Bay Viewpoint,Weligama,Landmark,Viewpoint,5.9715,80.4255,0,30,1,1,0,0.0
520,Sri Sudarshanaramaya Temple,Weligama,Landmark,Temple,5.9795,80.432,0,45,0,0,1,1.0
521,Weligama Post Office,Weligama,Landmark,Historic,5.975,80.429,0,15,0,0,1,0.0
